,day,trips,users,trips_per_bike_per_day,available_bikes,availability,registrations,Bad,Good,Top,Field_Maintenance,Functional,InSearch,Lost,Need_Warehouse,To_Deploy,Warehouse_Maintenance
0,2023-07-01,245.0,170.0,0.93,263.0,0.4526678141135972,37.0,25,18,47,107.0,193.0,55.0,21.0,10.0,1.0,216.0
1,2023-07-02,196.0,139.0,0.77,253.0,0.4354561101549053,43.0,19,22,35,111.0,180.0,55.0,21.0,10.0,1.0,225.0
2,2023-07-03,177.0,96.0,0.72,246.0,0.423407917383821,22.0,14,7,34,112.0,177.0,54.0,21.0,10.0,1.0,228.0
3,2023-07-04,185.0,121.0,0.75,248.0,0.4275862068965517,20.0,15,22,27,113.0,179.0,54.0,21.0,9.0,1.0,225.0
4,2023-07-05,198.0,128.0,0.81,244.0,0.4206896551724138,17.0,14,27,28,120.0,169.0,54.0,21.0,10.0,1.0,227.0
5,2023-07-06,206.0,133.0,0.89,232.0,0.4006908462867012,15.0,18,14,37,110.0,166.0,60.0,21.0,11.0,1.0,232.0
6,2023-07-07,196.0,132.0,0.83,237.0,0.4531548757170172,21.0,21,17,34,111.0,173.0,59.0,21.0,8.0,1.0,172.0
7,2023-07-08,167.0,107.0,0.72,233.0,0.4455066921606118,14.0,18,10,41,110.0,171.0,59.0,21.0,9.0,1.0,174.0
8,2023-07-09,151.0,102.0,0.69,219.0,0.4187380497131931,21.0,16,13,29,98.0,164.0,62.0,21.0,9.0,1.0,190.0
9,2023-07-10,152.0,96.0,0.74,205.0,0.3919694072657744,22.0,15,10,29,93.0,152.0,63.0,21.0,8.0,1.0,207.0
10,2023-07-11,154.0,86.0,0.9,172.0,0.3288718929254302,10.0,7,15,22,86.0,121.0,68.0,21.0,8.0,1.0,240.0
11,2023-07-12,166.0,108.0,0.99,168.0,0.3212237093690248,25.0,17,9,29,79.0,121.0,70.0,21.0,8.0,1.0,245.0
12,2023-07-13,231.0,142.0,1.21,191.0,0.3759842519685039,44.0,19,16,43,81.0,145.0,70.0,21.0,8.0,1.0,204.0
13,2023-07-14,277.0,203.0,1.34,207.0,0.4123505976095618,50.0,46,26,55,82.0,159.0,70.0,21.0,8.0,1.0,183.0
14,2023-07-15,248.0,149.0,1.29,192.0,0.3824701195219123,34.0,35,28,39,90.0,144.0,70.0,21.0,8.0,1.0,190.0
15,2023-07-16,171.0,121.0,0.92,185.0,0.3685258964143426,45.0,21,23,30,83.0,139.0,71.0,21.0,8.0,1.0,201.0
16,2023-07-17,197.0,133.0,1.06,185.0,0.3685258964143426,73.0,19,24,32,80.0,138.0,72.0,21.0,7.0,1.0,205.0
17,2023-07-18,280.0,172.0,1.59,176.0,0.350597609561753,40.0,31,27,45,80.0,133.0,77.0,21.0,7.0,1.0,205.0
18,2023-07-19,244.0,156.0,1.49,164.0,0.3266932270916334,32.0,24,29,41,79.0,122.0,89.0,21.0,9.0,1.0,203.0
19,2023-07-20,256.0,159.0,1.5,171.0,0.342,36.0,26,18,48,68.0,132.0,89.0,21.0,10.0,1.0,201.0
20,2023-07-21,214.0,134.0,1.15,186.0,0.372,25.0,20,17,34,66.0,146.0,88.0,21.0,10.0,1.0,190.0
21,2023-07-22,162.0,108.0,0.9,180.0,0.36,29.0,31,24,27,72.0,138.0,88.0,21.0,11.0,1.0,191.0
22,2023-07-23,121.0,94.0,0.7,174.0,0.348,30.0,8,14,26,68.0,134.0,88.0,21.0,10.0,1.0,200.0
23,2023-07-24,206.0,122.0,1.12,184.0,0.368,41.0,18,13,42,66.0,145.0,86.0,21.0,8.0,1.0,195.0
24,2023-07-25,170.0,127.0,0.89,192.0,0.384,26.0,11,22,40,62.0,151.0,86.0,21.0,8.0,1.0,193.0
25,2023-07-26,313.0,173.0,1.64,191.0,0.382,25.0,32,23,55,67.0,149.0,87.0,21.0,8.0,1.0,189.0
26,2023-07-27,196.0,132.0,0.98,199.0,0.398,20.0,25,10,33,62.0,158.0,88.0,21.0,7.0,1.0,185.0
27,2023-07-28,198.0,131.0,0.98,203.0,0.406,22.0,17,15,33,58.0,165.0,88.0,21.0,6.0,1.0,183.0
28,2023-07-29,205.0,142.0,1.02,201.0,0.402,25.0,14,18,62,64.0,159.0,88.0,21.0,6.0,1.0,183.0
29,2023-07-30,164.0,122.0,0.85,193.0,0.386,37.0,15,17,39,73.0,149.0,88.0,21.0,6.0,1.0,184.0
30,2023-07-31,199.0,133.0,1.01,197.0,0.394,18.0,17,15,41,70.0,154.0,88.0,21.0,6.0,1.0,182.0
