,day,trips,users,trips_per_bike_per_day,available_bikes,availability,registrations,Bad,Good,Top,Field_Maintenance,Functional,InSearch,Lost,Need_Warehouse,To_Deploy,Warehouse_Maintenance
0,2023-01-01,389.0,267.0,0.93,417.0,0.7177280550774526,30.0,29,26,99,23.0,408.0,28.0,71.0,6.0,22.0,94.0
1,2023-01-02,279.0,193.0,0.66,420.0,0.7228915662650602,11.0,13,25,59,23.0,409.0,28.0,71.0,8.0,22.0,91.0
2,2023-01-03,456.0,289.0,1.06,430.0,0.7401032702237521,16.0,28,40,98,20.0,421.0,28.0,71.0,4.0,22.0,86.0
3,2023-01-04,431.0,273.0,1.01,428.0,0.7353951890034365,9.0,26,29,101,19.0,419.0,28.0,71.0,3.0,22.0,91.0
4,2023-01-05,519.0,331.0,1.19,435.0,0.7474226804123711,18.0,24,34,132,18.0,426.0,28.0,71.0,4.0,22.0,84.0
5,2023-01-06,632.0,384.0,1.47,431.0,0.7405498281786942,18.0,40,48,138,18.0,423.0,28.0,71.0,4.0,22.0,87.0
6,2023-01-07,476.0,292.0,1.12,425.0,0.7302405498281787,21.0,30,39,116,25.0,417.0,28.0,71.0,6.0,22.0,84.0
7,2023-01-08,349.0,233.0,0.83,420.0,0.7216494845360825,19.0,24,20,69,23.0,412.0,28.0,71.0,8.0,22.0,89.0
8,2023-01-09,495.0,297.0,1.17,423.0,0.7268041237113402,12.0,34,36,118,26.0,417.0,28.0,71.0,7.0,22.0,82.0
9,2023-01-10,501.0,290.0,1.14,439.0,0.7542955326460481,16.0,25,32,103,20.0,433.0,28.0,71.0,8.0,22.0,71.0
10,2023-01-11,591.0,353.0,1.35,438.0,0.7525773195876289,13.0,41,47,113,17.0,433.0,28.0,71.0,8.0,22.0,74.0
11,2023-01-12,594.0,338.0,1.37,434.0,0.7457044673539519,14.0,29,26,124,17.0,428.0,28.0,71.0,8.0,0.0,101.0
12,2023-01-13,701.0,422.0,1.63,430.0,0.738831615120275,15.0,37,50,178,18.0,428.0,28.0,71.0,9.0,0.0,99.0
13,2023-01-14,389.0,249.0,0.91,427.0,0.7336769759450171,18.0,18,29,96,23.0,422.0,28.0,71.0,9.0,0.0,100.0
14,2023-01-15,332.0,222.0,0.8,413.0,0.7096219931271478,19.0,28,27,69,27.0,408.0,28.0,71.0,9.0,0.0,110.0
15,2023-01-16,413.0,250.0,1.0,414.0,0.711340206185567,16.0,27,28,93,26.0,412.0,28.0,71.0,9.0,0.0,107.0
16,2023-01-17,512.0,311.0,1.2,426.0,0.7319587628865979,11.0,22,39,96,25.0,422.0,27.0,71.0,7.0,0.0,102.0
17,2023-01-18,566.0,336.0,1.32,430.0,0.7413793103448276,12.0,37,38,133,19.0,428.0,27.0,71.0,8.0,0.0,99.0
18,2023-01-19,488.0,302.0,1.13,431.0,0.743103448275862,15.0,28,40,105,22.0,424.0,27.0,71.0,8.0,0.0,100.0
19,2023-01-20,597.0,363.0,1.37,437.0,0.753448275862069,22.0,39,34,141,20.0,431.0,27.0,71.0,7.0,0.0,96.0
20,2023-01-21,539.0,306.0,1.24,435.0,0.75,20.0,31,38,119,18.0,434.0,27.0,71.0,7.0,0.0,95.0
21,2023-01-22,342.0,229.0,0.8,429.0,0.7396551724137931,18.0,23,37,71,16.0,429.0,27.0,71.0,6.0,0.0,103.0
22,2023-01-23,465.0,289.0,1.12,416.0,0.7172413793103448,8.0,29,41,109,15.0,413.0,28.0,71.0,8.0,0.0,117.0
23,2023-01-24,564.0,332.0,1.37,411.0,0.7086206896551724,15.0,36,42,117,16.0,410.0,27.0,71.0,9.0,0.0,119.0
24,2023-01-25,565.0,323.0,1.35,419.0,0.7224137931034482,14.0,29,37,131,22.0,413.0,27.0,71.0,8.0,0.0,111.0
25,2023-01-26,504.0,303.0,1.21,417.0,0.7189655172413794,9.0,38,36,120,21.0,415.0,26.0,71.0,7.0,0.0,112.0
26,2023-01-27,578.0,339.0,1.35,428.0,0.7379310344827587,25.0,37,42,107,20.0,425.0,26.0,71.0,8.0,0.0,102.0
27,2023-01-28,521.0,312.0,1.2,435.0,0.75,34.0,29,44,132,17.0,431.0,26.0,71.0,5.0,0.0,102.0
28,2023-01-29,396.0,256.0,0.92,429.0,0.770197486535009,15.0,29,23,73,19.0,423.0,26.0,71.0,8.0,0.0,82.0
29,2023-01-30,442.0,279.0,1.03,429.0,0.770197486535009,23.0,14,33,94,17.0,423.0,26.0,71.0,8.0,0.0,84.0
30,2023-01-31,611.0,332.0,1.47,415.0,0.7450628366247756,31.0,51,42,137,19.0,410.0,26.0,71.0,10.0,0.0,93.0
