,day,trips,users,trips_per_bike_per_day,available_bikes,availability,registrations,Bad,Good,Top,Field_Maintenance,Functional,InSearch,Lost,Need_Warehouse,To_Deploy,Warehouse_Maintenance
0,2023-09-01,285.0,182.0,1.52,187.0,0.4782608695652174,25.0,21,25,58,29.0,172.0,108.0,63.0,0.0,0.0,83.0
1,2023-09-02,218.0,160.0,1.15,189.0,0.4833759590792839,31.0,22,21,41,30.0,173.0,108.0,63.0,0.0,0.0,81.0
2,2023-09-03,218.0,142.0,1.18,185.0,0.4731457800511509,32.0,18,24,50,32.0,168.0,108.0,63.0,0.0,0.0,84.0
3,2023-09-04,249.0,165.0,1.28,194.0,0.4948979591836734,30.0,29,21,48,23.0,181.0,107.0,63.0,0.0,0.0,82.0
4,2023-09-05,357.0,209.0,1.95,183.0,0.465648854961832,23.0,17,32,77,10.0,177.0,105.0,62.0,0.0,0.0,102.0
5,2023-09-06,378.0,231.0,2.12,178.0,0.4552429667519181,30.0,29,42,73,14.0,170.0,105.0,62.0,0.0,0.0,103.0
6,2023-09-07,321.0,204.0,1.75,183.0,0.4680306905370844,20.0,23,22,72,12.0,175.0,106.0,62.0,0.0,0.0,99.0
7,2023-09-08,423.0,249.0,2.42,175.0,0.4475703324808184,34.0,37,41,89,16.0,168.0,107.0,62.0,1.0,0.0,100.0
8,2023-09-09,361.0,234.0,2.15,168.0,0.4296675191815857,22.0,38,37,72,26.0,160.0,107.0,62.0,1.0,0.0,98.0
9,2023-09-10,279.0,189.0,1.65,169.0,0.4322250639386189,24.0,27,28,64,21.0,160.0,106.0,62.0,0.0,0.0,105.0
10,2023-09-11,314.0,189.0,1.8,174.0,0.4450127877237851,24.0,22,28,63,10.0,169.0,104.0,62.0,0.0,0.0,109.0
11,2023-09-12,277.0,182.0,1.5,185.0,0.4731457800511509,16.0,20,16,50,6.0,181.0,103.0,62.0,0.0,0.0,102.0
12,2023-09-13,379.0,225.0,1.97,192.0,0.4923076923076923,19.0,31,27,74,11.0,188.0,103.0,62.0,0.0,0.0,89.0
13,2023-09-14,333.0,208.0,1.73,193.0,0.4974226804123711,30.0,29,31,67,10.0,188.0,102.0,62.0,0.0,0.0,89.0
14,2023-09-15,355.0,219.0,1.96,181.0,0.4664948453608247,25.0,19,27,68,14.0,175.0,102.0,62.0,1.0,0.0,97.0
15,2023-09-16,278.0,184.0,1.62,172.0,0.4432989690721649,19.0,21,15,47,16.0,166.0,102.0,62.0,0.0,0.0,105.0
16,2023-09-17,222.0,146.0,1.21,184.0,0.4742268041237113,27.0,17,13,48,12.0,176.0,101.0,62.0,0.0,0.0,100.0
17,2023-09-18,288.0,175.0,1.54,187.0,0.4819587628865979,14.0,33,9,45,11.0,180.0,98.0,62.0,0.0,0.0,100.0
18,2023-09-19,322.0,184.0,1.72,187.0,0.4819587628865979,20.0,33,18,70,7.0,184.0,98.0,62.0,0.0,0.0,100.0
19,2023-09-20,297.0,177.0,1.58,188.0,0.4771573604060913,11.0,15,20,67,5.0,185.0,98.0,115.0,0.0,0.0,107.0
20,2023-09-21,222.0,138.0,1.18,188.0,0.4771573604060913,5.0,14,8,49,7.0,186.0,98.0,115.0,0.0,0.0,104.0
21,2023-09-22,267.0,159.0,1.36,197.0,0.5038363171355499,7.0,22,16,56,9.0,194.0,98.0,115.0,1.0,0.0,90.0
22,2023-09-23,229.0,156.0,1.19,192.0,0.4910485933503836,1.0,20,19,49,12.0,185.0,96.0,115.0,1.0,0.0,98.0
23,2023-09-24,171.0,131.0,0.86,199.0,0.5089514066496164,7.0,12,19,35,20.0,186.0,96.0,115.0,1.0,0.0,89.0
24,2023-09-25,255.0,164.0,1.29,198.0,0.5063938618925832,7.0,24,20,53,19.0,186.0,94.0,115.0,1.0,0.0,92.0
25,2023-09-26,294.0,173.0,1.52,194.0,0.4961636828644501,2.0,15,20,51,13.0,184.0,91.0,115.0,1.0,0.0,103.0
26,2023-09-27,256.0,157.0,1.35,189.0,0.4833759590792839,6.0,11,19,49,15.0,180.0,91.0,115.0,1.0,0.0,105.0
27,2023-09-28,350.0,196.0,1.87,187.0,0.4782608695652174,7.0,26,24,78,16.0,176.0,91.0,115.0,1.0,0.0,108.0
28,2023-09-29,381.0,187.0,2.06,185.0,0.4731457800511509,7.0,24,27,63,24.0,168.0,90.0,115.0,1.0,0.0,109.0
29,2023-09-30,271.0,177.0,1.49,182.0,0.4654731457800511,11.0,19,21,45,24.0,164.0,90.0,115.0,1.0,0.0,113.0
