,day,trips,users,trips_per_bike_per_day,available_bikes,availability,registrations,Bad,Good,Top,Field_Maintenance,Functional,InSearch,Lost,Need_Warehouse,To_Deploy,Warehouse_Maintenance
0,2023-10-01,245.0,168.0,1.32,185.0,0.4731457800511509,9.0,19,20,53,22.0,169.0,90.0,115.0,1.0,0.0,110.0
1,2023-10-02,272.0,170.0,1.44,189.0,0.4833759590792839,12.0,19,17,54,18.0,177.0,90.0,115.0,2.0,0.0,105.0
2,2023-10-03,300.0,189.0,1.53,196.0,0.5012787723785166,1.0,21,14,62,17.0,184.0,90.0,115.0,2.0,0.0,99.0
3,2023-10-04,282.0,179.0,1.46,193.0,0.4936061381074169,4.0,18,19,52,17.0,182.0,89.0,115.0,0.0,0.0,104.0
4,2023-10-05,325.0,203.0,1.7,191.0,0.4884910485933504,2.0,21,28,60,18.0,181.0,88.0,115.0,1.0,0.0,104.0
5,2023-10-06,331.0,208.0,1.69,196.0,0.5012787723785166,5.0,23,31,71,11.0,188.0,88.0,115.0,1.0,0.0,104.0
6,2023-10-07,245.0,151.0,1.21,203.0,0.5191815856777494,5.0,12,22,52,15.0,193.0,88.0,115.0,2.0,0.0,94.0
7,2023-10-08,245.0,173.0,1.23,199.0,0.5089514066496164,14.0,22,19,56,18.0,189.0,88.0,115.0,1.0,0.0,96.0
8,2023-10-09,325.0,192.0,1.59,204.0,0.5217391304347826,1.0,32,17,68,14.0,194.0,88.0,115.0,0.0,0.0,96.0
9,2023-10-10,305.0,189.0,1.46,209.0,0.5345268542199488,6.0,20,22,63,12.0,198.0,87.0,115.0,0.0,0.0,95.0
10,2023-10-11,311.0,184.0,1.53,203.0,0.5205128205128206,3.0,18,17,70,16.0,191.0,88.0,115.0,1.0,0.0,95.0
11,2023-10-12,322.0,188.0,1.5,215.0,0.5555555555555556,4.0,17,18,89,6.0,210.0,88.0,115.0,0.0,0.0,84.0
12,2023-10-13,322.0,198.0,1.5,214.0,0.5529715762273901,3.0,23,27,64,9.0,207.0,88.0,115.0,0.0,0.0,84.0
13,2023-10-14,251.0,160.0,1.18,213.0,0.5503875968992248,6.0,14,16,50,14.0,205.0,89.0,115.0,0.0,0.0,80.0
14,2023-10-15,191.0,133.0,0.91,211.0,0.5452196382428941,1.0,12,14,40,12.0,203.0,89.0,115.0,0.0,0.0,84.0
15,2023-10-16,248.0,151.0,1.2,206.0,0.5322997416020672,3.0,25,13,52,7.0,200.0,88.0,115.0,0.0,0.0,93.0
16,2023-10-17,293.0,175.0,1.43,205.0,0.5283505154639175,6.0,11,22,68,7.0,201.0,88.0,115.0,0.0,0.0,93.0
17,2023-10-18,219.0,150.0,1.06,206.0,0.5322997416020672,2.0,10,9,42,8.0,198.0,88.0,115.0,5.0,0.0,89.0
18,2023-10-19,283.0,164.0,1.33,213.0,0.5503875968992248,2.0,17,19,72,13.0,204.0,88.0,115.0,0.0,0.0,83.0
19,2023-10-20,261.0,175.0,1.18,221.0,0.5710594315245479,2.0,8,16,59,8.0,216.0,88.0,115.0,0.0,0.0,76.0
20,2023-10-21,186.0,124.0,0.89,209.0,0.5400516795865633,3.0,17,15,29,13.0,198.0,88.0,115.0,0.0,0.0,89.0
21,2023-10-22,178.0,116.0,0.82,218.0,0.5633074935400517,4.0,7,24,29,8.0,211.0,88.0,115.0,0.0,0.0,81.0
22,2023-10-23,139.0,91.0,0.63,219.0,0.5658914728682171,2.0,9,7,19,8.0,212.0,88.0,115.0,0.0,0.0,80.0
23,2023-10-24,242.0,142.0,1.08,224.0,0.5788113695090439,5.0,15,16,56,9.0,216.0,86.0,115.0,0.0,0.0,77.0
24,2023-10-25,266.0,149.0,1.17,228.0,0.5876288659793815,1.0,11,9,40,7.0,221.0,86.0,115.0,0.0,0.0,75.0
25,2023-10-26,246.0,143.0,1.07,230.0,0.5927835051546392,7.0,11,18,36,10.0,221.0,86.0,115.0,0.0,0.0,72.0
26,2023-10-27,251.0,145.0,1.11,227.0,0.5850515463917526,3.0,14,10,48,6.0,221.0,86.0,115.0,2.0,0.0,74.0
27,2023-10-28,145.0,91.0,0.64,226.0,0.5824742268041238,2.0,8,4,23,8.0,219.0,86.0,115.0,2.0,0.0,74.0
28,2023-10-29,185.0,126.0,0.84,220.0,0.5670103092783505,6.0,11,24,33,9.0,215.0,86.0,115.0,2.0,0.0,77.0
29,2023-10-30,157.0,106.0,0.71,222.0,0.5721649484536082,1.0,9,10,20,9.0,214.0,86.0,115.0,2.0,0.0,78.0
30,2023-10-31,209.0,122.0,0.96,218.0,0.5618556701030928,3.0,13,15,32,13.0,209.0,86.0,115.0,1.0,0.0,80.0
31,2023-11-01,168.0,115.0,0.78,215.0,0.5541237113402062,2.0,9,15,24,12.0,207.0,86.0,115.0,1.0,0.0,83.0
