,day,trips,users,trips_per_bike_per_day,available_bikes,availability,registrations,Bad,Good,Top,Field_Maintenance,Functional,InSearch,Lost,Need_Warehouse,To_Deploy,Warehouse_Maintenance
0,2023-05-01,283.0,167.0,0.76,372.0,0.6380789022298456,37.0,31,19,51,108.0,326.0,38.0,23.0,4.0,0.0,107.0
1,2023-05-02,275.0,142.0,0.75,367.0,0.6295025728987993,27.0,17,18,45,110.0,325.0,38.0,23.0,7.0,0.0,104.0
2,2023-05-03,264.0,138.0,0.73,363.0,0.6226415094339622,24.0,28,16,50,110.0,320.0,38.0,23.0,6.0,0.0,110.0
3,2023-05-04,341.0,193.0,0.95,360.0,0.6174957118353345,27.0,23,29,60,106.0,318.0,38.0,23.0,7.0,0.0,115.0
4,2023-05-05,381.0,216.0,1.06,358.0,0.614065180102916,16.0,25,28,90,107.0,316.0,37.0,23.0,8.0,1.0,115.0
5,2023-05-06,345.0,188.0,0.97,357.0,0.6123499142367067,20.0,26,28,55,109.0,314.0,37.0,23.0,8.0,1.0,115.0
6,2023-05-07,286.0,159.0,0.81,353.0,0.6054888507718696,24.0,29,21,62,111.0,310.0,37.0,23.0,10.0,1.0,115.0
7,2023-05-08,296.0,166.0,0.84,353.0,0.6054888507718696,28.0,19,15,58,110.0,309.0,37.0,23.0,7.0,1.0,120.0
8,2023-05-09,330.0,184.0,0.96,342.0,0.5866209262435678,11.0,15,21,63,97.0,305.0,38.0,23.0,8.0,1.0,135.0
9,2023-05-10,411.0,222.0,1.24,331.0,0.5677530017152659,25.0,15,22,78,92.0,298.0,41.0,23.0,8.0,1.0,143.0
10,2023-05-11,504.0,291.0,1.53,330.0,0.5660377358490566,18.0,33,35,111,85.0,299.0,41.0,23.0,8.0,1.0,149.0
11,2023-05-12,528.0,302.0,1.64,322.0,0.5523156089193825,21.0,31,34,124,78.0,291.0,41.0,23.0,7.0,1.0,165.0
12,2023-05-13,490.0,282.0,1.4,350.0,0.6003430531732419,34.0,37,29,110,77.0,317.0,41.0,23.0,7.0,1.0,140.0
13,2023-05-14,396.0,242.0,1.12,355.0,0.6089193825042881,27.0,41,30,70,86.0,318.0,41.0,23.0,7.0,1.0,131.0
14,2023-05-15,444.0,261.0,1.21,368.0,0.6312178387650086,17.0,31,18,90,86.0,329.0,40.0,23.0,7.0,1.0,121.0
15,2023-05-16,450.0,275.0,1.25,359.0,0.6157804459691252,14.0,56,27,96,101.0,317.0,40.0,23.0,7.0,1.0,118.0
16,2023-05-17,506.0,307.0,1.43,355.0,0.6089193825042881,24.0,61,33,84,110.0,307.0,39.0,23.0,8.0,1.0,119.0
17,2023-05-18,406.0,242.0,1.16,350.0,0.6003430531732419,32.0,41,24,64,113.0,302.0,39.0,23.0,8.0,1.0,121.0
18,2023-05-19,434.0,253.0,1.24,350.0,0.6003430531732419,31.0,51,29,75,98.0,307.0,39.0,23.0,9.0,1.0,130.0
19,2023-05-20,312.0,201.0,0.88,354.0,0.6072041166380789,22.0,42,26,37,98.0,311.0,39.0,23.0,8.0,1.0,127.0
20,2023-05-21,307.0,178.0,0.88,349.0,0.5986277873070326,31.0,44,36,44,106.0,301.0,39.0,23.0,8.0,1.0,129.0
21,2023-05-22,300.0,185.0,0.87,344.0,0.5900514579759862,21.0,22,20,47,92.0,300.0,39.0,23.0,7.0,1.0,145.0
22,2023-05-23,346.0,202.0,1.01,342.0,0.5866209262435678,26.0,29,11,55,95.0,298.0,38.0,23.0,7.0,1.0,145.0
23,2023-05-24,405.0,235.0,1.17,345.0,0.5927835051546392,21.0,35,20,65,93.0,301.0,38.0,23.0,7.0,1.0,143.0
24,2023-05-25,363.0,232.0,1.05,347.0,0.5972461273666093,20.0,32,26,64,96.0,301.0,38.0,23.0,8.0,1.0,138.0
25,2023-05-26,401.0,256.0,1.16,346.0,0.5955249569707401,26.0,39,27,80,96.0,298.0,37.0,23.0,8.0,1.0,142.0
26,2023-05-27,281.0,200.0,0.79,356.0,0.612736660929432,31.0,23,33,44,100.0,308.0,37.0,23.0,8.0,1.0,128.0
27,2023-05-28,231.0,157.0,0.65,353.0,0.6075731497418244,24.0,30,15,34,100.0,308.0,37.0,23.0,8.0,1.0,128.0
28,2023-05-29,262.0,150.0,0.76,347.0,0.5972461273666093,32.0,18,20,36,108.0,291.0,40.0,23.0,8.0,1.0,134.0
29,2023-05-30,424.0,244.0,1.18,359.0,0.6200345423143351,25.0,52,36,73,99.0,308.0,40.0,23.0,6.0,1.0,126.0
30,2023-05-31,361.0,224.0,1.03,351.0,0.6062176165803109,14.0,39,30,72,99.0,300.0,40.0,23.0,6.0,1.0,134.0
