,day,trips,users,trips_per_bike_per_day,available_bikes,availability,registrations,Bad,Good,Top,Field_Maintenance,Functional,InSearch,Lost,Need_Warehouse,To_Deploy,Warehouse_Maintenance
0,2023-11-01,168.0,115.0,0.78,215.0,0.5541237113402062,2.0,9,15,24,12.0,207.0,86.0,115.0,1.0,0.0,83.0
1,2023-11-02,188.0,126.0,0.86,218.0,0.5618556701030928,2.0,9,12,36,9.0,212.0,86.0,115.0,0.0,0.0,82.0
2,2023-11-03,193.0,126.0,0.91,213.0,0.5489690721649485,4.0,13,10,24,15.0,202.0,86.0,115.0,0.0,0.0,86.0
3,2023-11-04,161.0,104.0,0.74,218.0,0.5618556701030928,3.0,7,7,29,14.0,210.0,86.0,115.0,0.0,0.0,79.0
4,2023-11-05,136.0,91.0,0.61,222.0,0.5721649484536082,6.0,4,13,30,11.0,213.0,86.0,115.0,1.0,0.0,78.0
5,2023-11-06,235.0,135.0,1.11,212.0,0.5463917525773195,1.0,16,15,55,12.0,203.0,86.0,115.0,0.0,0.0,88.0
6,2023-11-07,285.0,158.0,1.32,216.0,0.5567010309278351,2.0,18,16,63,11.0,207.0,86.0,115.0,0.0,0.0,85.0
7,2023-11-08,235.0,160.0,1.07,220.0,0.5670103092783505,4.0,21,15,52,10.0,212.0,86.0,115.0,0.0,0.0,81.0
8,2023-11-09,244.0,142.0,1.08,225.0,0.5798969072164949,2.0,12,13,48,11.0,217.0,85.0,115.0,1.0,0.0,75.0
9,2023-11-10,264.0,165.0,1.19,221.0,0.5695876288659794,4.0,13,8,47,10.0,215.0,86.0,115.0,1.0,0.0,77.0
10,2023-11-11,183.0,123.0,0.8,228.0,0.5876288659793815,4.0,17,12,32,11.0,220.0,86.0,115.0,1.0,0.0,71.0
11,2023-11-12,135.0,95.0,0.6,226.0,0.5824742268041238,2.0,5,15,19,11.0,219.0,85.0,115.0,1.0,0.0,73.0
12,2023-11-13,250.0,169.0,1.09,230.0,0.5927835051546392,1.0,13,20,52,10.0,223.0,85.0,115.0,1.0,0.0,70.0
13,2023-11-14,272.0,173.0,1.2,226.0,0.5824742268041238,0.0,7,22,61,10.0,219.0,84.0,115.0,0.0,0.0,76.0
14,2023-11-15,295.0,181.0,1.33,222.0,0.5796344647519582,2.0,14,21,48,11.0,215.0,84.0,115.0,0.0,0.0,74.0
15,2023-11-16,200.0,130.0,0.89,225.0,0.587467362924282,1.0,10,11,33,10.0,218.0,84.0,115.0,0.0,0.0,72.0
16,2023-11-17,323.0,195.0,1.44,225.0,0.582901554404145,3.0,21,19,67,15.0,214.0,84.0,115.0,0.0,0.0,74.0
17,2023-11-18,194.0,122.0,0.87,224.0,0.5803108808290155,2.0,12,12,28,21.0,208.0,84.0,115.0,1.0,0.0,73.0
18,2023-11-19,150.0,109.0,0.67,224.0,0.5803108808290155,1.0,9,11,29,17.0,211.0,84.0,115.0,1.0,0.0,74.0
19,2023-11-20,227.0,141.0,1.02,223.0,0.5777202072538861,3.0,11,18,37,15.0,211.0,84.0,115.0,0.0,0.0,77.0
20,2023-11-21,235.0,147.0,1.06,221.0,0.572538860103627,6.0,16,12,49,17.0,208.0,84.0,115.0,1.0,0.0,77.0
21,2023-11-22,280.0,163.0,1.25,224.0,0.5803108808290155,2.0,17,29,53,11.0,217.0,84.0,115.0,1.0,0.0,74.0
22,2023-11-23,294.0,172.0,1.26,233.0,0.6036269430051814,4.0,14,20,59,15.0,223.0,84.0,115.0,2.0,0.0,63.0
23,2023-11-24,270.0,155.0,1.2,225.0,0.5859375,2.0,16,24,64,14.0,215.0,84.0,115.0,0.0,0.0,72.0
24,2023-11-25,186.0,122.0,0.78,239.0,0.6223958333333334,6.0,8,11,48,19.0,224.0,84.0,115.0,0.0,0.0,58.0
25,2023-11-26,145.0,92.0,0.61,236.0,0.6145833333333334,2.0,10,10,16,23.0,219.0,84.0,115.0,0.0,0.0,59.0
26,2023-11-27,150.0,92.0,0.65,230.0,0.5989583333333334,1.0,7,6,30,13.0,220.0,84.0,115.0,0.0,0.0,68.0
27,2023-11-28,241.0,151.0,1.07,226.0,0.5885416666666666,2.0,10,18,48,15.0,216.0,84.0,115.0,1.0,0.0,69.0
28,2023-11-29,206.0,131.0,0.91,226.0,0.5885416666666666,5.0,12,15,36,15.0,216.0,83.0,115.0,1.0,0.0,70.0
29,2023-11-30,219.0,147.0,0.92,237.0,0.6171875,0.0,13,18,40,10.0,229.0,83.0,115.0,1.0,0.0,62.0
30,2023-12-01,259.0,151.0,1.11,233.0,0.6067708333333334,4.0,17,15,56,15.0,224.0,83.0,115.0,1.0,0.0,62.0
